Time point	Population	Annotation	Well
4.0	LK	Ccr7_DC	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Eos	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Eos	1
4.0	LK	Monocyte	1
4.0	LK	Meg	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Meg	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Mast	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Lymphoid	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Eos	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Eos	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Meg	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Lymphoid	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Mast	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Lymphoid	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Ccr7_DC	1
4.0	LK	Monocyte	1
4.0	LK	Meg	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Mast	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Mast	1
4.0	LK	Lymphoid	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Mast	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Mast	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Mast	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	Mast	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Erythroid	1
4.0	LK	Baso	1
4.0	LK	Lymphoid	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Ccr7_DC	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Mast	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Eos	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Lymphoid	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Eos	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Erythroid	1
4.0	LK	Monocyte	1
4.0	LK	Meg	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Mast	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Mast	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Mast	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Mast	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Mast	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Mast	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Eos	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Meg	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	Erythroid	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Meg	1
4.0	LK	Baso	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	Baso	1
4.0	LK	Meg	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	Erythroid	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	pDC	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Erythroid	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Eos	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Ccr7_DC	1
4.0	LK	Neutrophil	1
4.0	LK	Meg	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Eos	1
4.0	LK	Erythroid	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Erythroid	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Mast	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Mast	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	Mast	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Mast	1
4.0	LK	Baso	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	Monocyte	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Baso	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	undiff	1
4.0	LK	Neutrophil	1
4.0	LK	undiff	1
4.0	LK	undiff	1
